Experiment,Dataset,Detector,Metric,Value,Source_File
E8_Ablation_CPSL,PartialSpoof_eval,CFPRF,nonconformity_logsumexp_coverage,0.9483702518318875,results_old_2026-04-08/e8_ablation/results.json:cfprf.nonconformity_method.logsumexp.coverage
E8_Ablation_CPSL,PartialSpoof_eval,CFPRF,detector_baseline_utt_eer,0.05879590494952196,results_old_2026-04-08/e8_ablation/results.json:cfprf.detector_baseline.utt_eer
E8_Ablation_CPSL,PartialSpoof_eval,CFPRF,detector_baseline_ece,0.18507665627212258,results_old_2026-04-08/e8_ablation/results.json:cfprf.detector_baseline.ece
E8_Ablation_CPSL,PartialSpoof_eval,MRM,cpsl_without_cal_coverage,0.9327325303910834,results_old_2026-04-08/e8_ablation/results.json:mrm.cpsl_calibration.without_calibration.coverage
E8_Ablation_CPSL,PartialSpoof_eval,MRM,cpsl_without_cal_avg_set_size,1.9361015188522979,results_old_2026-04-08/e8_ablation/results.json:mrm.cpsl_calibration.without_calibration.avg_set_size
E8_Ablation_CPSL,PartialSpoof_eval,MRM,cpsl_with_cal_coverage,1.0,results_old_2026-04-08/e8_ablation/results.json:mrm.cpsl_calibration.with_calibration.coverage
E8_Ablation_CPSL,PartialSpoof_eval,MRM,cpsl_with_cal_avg_set_size,2.0028636401920323,results_old_2026-04-08/e8_ablation/results.json:mrm.cpsl_calibration.with_calibration.avg_set_size
E8_Ablation_CPSL,PartialSpoof_eval,MRM,coverage_delta,0.06726746960891661,results_old_2026-04-08/e8_ablation/results.json:mrm.cpsl_calibration.coverage_delta
E8_Ablation_CPSL,PartialSpoof_eval,MRM,nonconformity_max_coverage,0.9327325303910834,results_old_2026-04-08/e8_ablation/results.json:mrm.nonconformity_method.max.coverage
E8_Ablation_CPSL,PartialSpoof_eval,MRM,nonconformity_logsumexp_coverage,0.9443836154861169,results_old_2026-04-08/e8_ablation/results.json:mrm.nonconformity_method.logsumexp.coverage
E8_Ablation_CPSL,PartialSpoof_eval,MRM,detector_baseline_utt_eer,0.009381373215883207,results_old_2026-04-08/e8_ablation/results.json:mrm.detector_baseline.utt_eer
E8_Ablation_CPSL,PartialSpoof_eval,MRM,detector_baseline_ece,0.04783677498356206,results_old_2026-04-08/e8_ablation/results.json:mrm.detector_baseline.ece
E8_Ablation_CPSL,PartialSpoof_eval,BAM_vs_CFPRF,pairwise_eer_delta,0.053442284211232295,results_old_2026-04-08/e8_ablation/results.json:pairwise_comparison.bam_vs_cfprf.delta
E8_Ablation_CPSL,PartialSpoof_eval,BAM_vs_MRM,pairwise_eer_delta,0.004027752477593547,results_old_2026-04-08/e8_ablation/results.json:pairwise_comparison.bam_vs_mrm.delta
E8_Ablation_CPSL,PartialSpoof_eval,CFPRF_vs_MRM,pairwise_eer_delta,-0.04941453173363875,results_old_2026-04-08/e8_ablation/results.json:pairwise_comparison.cfprf_vs_mrm.delta
